SF	Word	Segmentation	Analysis	Freq
slogɑnlɑr	sloganlar	slogɑn-lɑr	Stem-pl	40
sokɑktɑn	sokaktan	sokɑk-tɑn	Stem-abl	40
stɑndɑrdlɑrɯ	standardları	stɑndɑrd-lɑr-ɯ	Stem-pl-p3s	40
stɑndɑrttɑ	standartta	stɑndɑrt-tɑ	Stem-loc	40
sterlin	sterlin	sterlin	Stem	40
suʧlɑnɑn	suçlanan	suʧ-lɑn-ɑn	Stem-lan-part:pres	40
subɑʃɯ	subaşı	subɑʃɯ	Stem	40
tyjler	tüyler	tyj-ler	Stem-pl	40
tɑʃɯtlɑr	taşıtlar	tɑʃɯt-lɑr	Stem-pl	40
tɑbiɑttɑ	tabiatta	tɑbiɑt-tɑ	Stem-loc	40
tɑhɑmmyly	tahammülü	tɑhɑmmyl-y	Stem-acc	40
tɑkɯlɑrɑk	takılarak	tɑkɯl-ɑrɑk	Stem-cv:erek	40
tɑmɑmlɑmɑɯ	tamamlaması	tɑmɑm-lɑ-mɑ-ɯ	Stem-la-vn:inf-p3s	40
tɑpɯnɑk	tapınak	tɑpɯnɑk	Stem	40
tɑtmini	tatmini	tɑtmin-i	Stem-p3s	40
tedɑvilerde	tedavilerde	tedɑvi-ler-de	Stem-pl-loc	40
tepkilere	tepkilere	tepki-ler-e	Stem-pl-dat	40
tombɑk	tombak	tombɑk	Stem	40
totɑliter	totaliter	totɑliter	Stem	40
tozlɑr	tozlar	toz-lɑr	Stem-pl	40
tutuksuz	tutuksuz	tutuksuz	Stem	40
uɰrɑʃɯ	uğraşı	uɰrɑʃɯ	Stem	40
ujɑrɯlɑrɑ	uyarılara	ujɑrɯ-lɑr-ɑ	Stem-pl-dat	40
ujduun	uydunun	ujdu-un	Stem-gen	40
vɑsɯtɑlɑr	vasıtalar	vɑsɯtɑ-lɑr	Stem-pl	40
vesɑjet	vesayet	vesɑjet	Stem	40
jønetimsel	yönetimsel	jønetim-sel	Stem-sal	40
jønleriin	yönlerinin	jøn-ler-i-in	Stem-pl-p3s-gen	40
jøryk	yörük	jøryk	Stem	40
jɑʃɑntɯɯ	yaşantısı	jɑʃɑntɯ-ɯ	Stem-p3s	40
jɑrɑlɑrɯ	yaraları	jɑrɑ-lɑr-ɯ	Stem-pl-p3s	40
jɑrbɑj	yarbay	jɑrbɑj	Stem	40
jɑrgɯlɑnmɑɯ	yargılanması	jɑrgɯ-lɑn-mɑ-ɯ	Stem-lan-vn:inf-p3s	40
jɑsɑdɑn	yasadan	jɑsɑ-dɑn	Stem-abl	40
jɑzmɑlɑrɯ	yazmaları	jɑzmɑ-lɑr-ɯ	Stem-pl-p3s	40
jeʃile	yeşile	jeʃil-e	Stem-dat	40
jeʃilin	yeşilin	jeʃil-in	Stem-gen	40
jemekli	yemekli	jemek-li	Stem-li	40
jolʤuluktɑ	yolculukta	jolʤuluk-tɑ	Stem-loc	40
jorgunluktɑn	yorgunluktan	jorgun-luk-tɑn	Stem-lik-abl	40
jorumɑ	yoruma	jorum-ɑ	Stem-dat	40
zɑmɑnlɑrdɑn	zamanlardan	zɑmɑn-lɑr-dɑn	Stem-pl-abl	40
zɑmɑnsɯz	zamansız	zɑmɑnsɯz	Stem	40
ʧɑɰrɯɑ	çağrıya	ʧɑɰrɯ-ɑ	Stem-dat	39
ʧɑlɯʃɑbiljor	çalışabiliyor	ʧɑlɯʃ-ɑbil-jor	Stem-abil-cont	39
ʧevreleriin	çevrelerinin	ʧevre-ler-i-in	Stem-pl-p3s-gen	39
ølynʤe	ölünce	øl-ynʤe	Stem-cv:ince	39
ønʤede	öncede	ønʤe-de	Stem-loc	39
ønderleri	önderleri	ønder-ler-i	Stem-pl-p3s	39
øneren	öneren	øner-en	Stem-part:pres	39
øzyrlylyk	özürlülük	øzyrly-lyk	Stem-lik	39
øzyrlylere	özürlülere	øzyrly-ler-e	Stem-pl-dat	39
ʃebekeleriin	şebekelerinin	ʃebeke-ler-i-in	Stem-pl-p3s-gen	39
ʃeritler	şeritler	ʃerit-ler	Stem-pl	39
ʃev	şev	ʃev	Stem	39
ʃifremi	şifremi	ʃifre-m-i	Stem-p1s-acc	39
ynitee	üniteye	ynite-e	Stem-dat	39
yniversitelerdeki	üniversitelerdeki	yniversite-ler-de-ki	Stem-pl-loc-ki	39
yrynlernizi	ürünlerinizi	yryn-ler-niz-i	Stem-pl-p2p-acc	39
yretimdeki	üretimdeki	yretim-de-ki	Stem-loc-ki	39
ɑʃɯlɑrɯn	aşıların	ɑʃɯ-lɑr-ɯn	Stem-pl-gen	39
ɑbu	abu	ɑbu	Stem	39
ɑʤɯklɯ	acıklı	ɑʤɯklɯ	Stem	39
ɑerodinɑmik	aerodinamik	ɑerodinɑmik	Stem	39
ɑʒɑndɑ	ajanda	ɑʒɑn-dɑ	Stem-loc	39
ɑkɑ	aka	ɑkɑ	Stem	39
ɑlɯʃtɯrmɑlɑrɯ	alıştırmaları	ɑlɯʃtɯrmɑ-lɑr-ɯ	Stem-pl-p3s	39
ɑlɯʃveriʃe	alışverişe	ɑlɯʃveriʃ-e	Stem-dat	39
ɑlɯʤɯlɑrɯ	alıcıları	ɑlɯʤɯ-lɑr-ɯ	Stem-pl-p3s	39
ɑlɯndɯlɑr	alındılar	ɑlɯndɯ-lɑr	Stem-pl	39
ɑlmɑmɑɯ	almaması	ɑl-mɑ-mɑ-ɯ	Stem-neg-vn:inf-p3s	39
ɑmelijɑtlɑr	ameliyatlar	ɑmelijɑt-lɑr	Stem-pl	39
ɑnɑm	anam	ɑnɑ-m	Stem-p1s	39
ɑnɑjɑsɑɯ	anayasayı	ɑnɑjɑsɑ-ɯ	Stem-acc	39
ɑnlɑjɯʃmɯz	anlayışımız	ɑnlɑjɯʃ-mɯz	Stem-p1p	39
ɑnlɑɯp	anlayıp	ɑnlɑ-ɯp	Stem-cv:ip	39
ɑrɑplɑrɯn	arapların	ɑrɑp-lɑr-ɯn	Stem-pl-gen	39
ɑruz	aruz	ɑruz	Stem	39
ɑrzum	arzum	ɑrzu-m	Stem-p1s	39
ɑsɯllɑrɯ	asılları	ɑsɯl-lɑr-ɯ	Stem-pl-p3s	39
ɑtmosferdeki	atmosferdeki	ɑtmosfer-de-ki	Stem-loc-ki	39
ɑjɯndɑki	ayındaki	ɑjɯ-n-dɑ-ki	Stem-p2s-loc-ki	39
ɑjgɯtlɑr	aygıtlar	ɑjgɯt-lɑr	Stem-pl	39
byltende	bültende	bylten-de	Stem-loc	39
bɑʃkɑnlɯkʧɑ	başkanlıkça	bɑʃkɑn-lɯk-ʧɑ	Stem-lik-ca	39
bɑkɑnɑ	bakana	bɑkɑn-ɑ	Stem-dat	39
bɑkɑnlɑrɯn	bakanların	bɑkɑn-lɑr-ɯn	Stem-pl-gen	39
bɑstɑn	bastan	bɑs-tɑn	Stem-abl	39
bɑjɑnlɑrdɑ	bayanlarda	bɑjɑn-lɑr-dɑ	Stem-pl-loc	39
beʤerikli	becerikli	beʤerikli	Stem	39
beʒ	bej	beʒ	Stem	39
bent	bent	bent	Stem	39
bildirmee	bildirmeye	bildir-me-e	Stem-vn:inf-dat	39
bileʃenin	bileşenin	bileʃen-in	Stem-gen	39
bilginize	bilginize	bilgi-niz-e	Stem-p2p-dat	39
bostɑn	bostan	bostɑn	Stem	39
bozukluklɑrɯɯn	bozukluklarının	bozuk-luk-lɑr-ɯ-ɯn	Stem-lik-pl-p3s-gen	39
brɑnʃlɑrdɑ	branşlarda	brɑnʃ-lɑr-dɑ	Stem-pl-loc	39
bulunmɑmɑtɑ	bulunmamakta	bulun-mɑ-mɑ-tɑ	Stem-neg-vn:inf-loc	39
bujɑnɑ	buyana	buj-ɑ-n-ɑ	Stem-cv:ye-p2s-dat	39
ʤennete	cennete	ʤennet-e	Stem-dat	39
ʤepheler	cepheler	ʤephe-ler	Stem-pl	39
dønyʃymyn	dönüşümün	dønyʃym-yn	Stem-gen	39
dørtly	dörtlü	dørt-ly	Stem-li	39
dɑrɑlmɑɯ	daralması	dɑrɑl-mɑ-ɯ	Stem-vn:inf-p3s	39
dɑvrɑnɑrɑk	davranarak	dɑvrɑn-ɑrɑk	Stem-cv:erek	39
deɰersiz	değersiz	deɰer-siz	Stem-siz	39
dekore	dekore	dekore	Stem	39
demokrɑsiden	demokrasiden	demokrɑsi-den	Stem-abl	39
dikkɑtmizi	dikkatimizi	dikkɑt-miz-i	Stem-p1p-acc	39
dikme	dikme	dik-me	Stem-vn:inf	39
dikmen	dikmen	dikmen	Stem	39
dilmizi	dilimizi	dil-miz-i	Stem-p1p-acc	39
dijetin	diyetin	dijet-in	Stem-gen	39
drɑm	dram	drɑm	Stem	39
duvɑrlɑrdɑ	duvarlarda	duvɑr-lɑr-dɑ	Stem-pl-loc	39
eɰitimsel	eğitimsel	eɰitim-sel	Stem-sal	39
eʤnebi	ecnebi	eʤnebi	Stem	39
eksikler	eksikler	eksik-ler	Stem-pl	39
elemɑnlɑrɑ	elemanlara	elemɑn-lɑr-ɑ	Stem-pl-dat	39
elleriin	ellerinin	el-ler-i-in	Stem-pl-p3s-gen	39
erler	erler	er-ler	Stem-pl	39
eslik	eslik	es-lik	Stem-lik	39
etkide	etkide	etki-de	Stem-loc	39
etkilemete	etkilemekte	etki-le-me-te	Stem-la-vn:inf-loc	39
evkɑf	evkaf	evkɑf	Stem	39
felɑketiin	felaketinin	felɑket-i-in	Stem-p3s-gen	39
fermɑntɑsjonun	fermantasyonun	fermɑntɑsjon-un	Stem-gen	39
fiilin	fiilin	fiil-in	Stem-gen	39
fikirlere	fikirlere	fikir-ler-e	Stem-pl-dat	39
filtreleri	filtreleri	filtre-ler-i	Stem-pl-p3s	39
formlɑrɑ	formlara	form-lɑr-ɑ	Stem-pl-dat	39
formlɑrdɑ	formlarda	form-lɑr-dɑ	Stem-pl-loc	39
fotokopileri	fotokopileri	fotokopi-ler-i	Stem-pl-p3s	39
futbolu	futbolu	futbol-u	Stem-p3s	39
gøkte	gökte	gøk-te	Stem-loc	39
gølet	gölet	gølet	Stem	39
gørevlerden	görevlerden	gørev-ler-den	Stem-pl-abl	39
gørevsizlik	görevsizlik	gørev-siz-lik	Stem-siz-lik	39
gøtyrmee	götürmeye	gøtyr-me-e	Stem-vn:inf-dat	39
gøzeterek	gözeterek	gøzet-erek	Stem-cv:erek	39
gylmee	gülmeye	gyl-me-e	Stem-vn:inf-dat	39
gyryltye	gürültüye	gyrylty-e	Stem-dat	39
gyzergɑhɯ	güzergahı	gyzergɑh-ɯ	Stem-p3s	39
gɑgɑ	gaga	gɑgɑ	Stem	39
geliʃmede	gelişmede	geliʃ-me-de	Stem-vn:inf-loc	39
gemiiin	gemisinin	gemi-i-in	Stem-p3s-gen	39
genʧlermiz	gençlerimiz	genʧ-ler-miz	Stem-pl-p1p	39
geneli	geneli	genel-i	Stem-p3s	39
geometrii	geometrisi	geometri-i	Stem-p3s	39
gerʧekʧilik	gerçekçilik	gerʧek-ʧi-lik	Stem-ci-lik	39
gereʧlerin	gereçlerin	gereʧ-ler-in	Stem-pl-gen	39
gereksinimiin	gereksiniminin	gereksinim-i-in	Stem-p3s-gen	39
geriʤi	gerici	geriʤi	Stem	39
gezmee	gezmeye	gez-me-e	Stem-vn:inf-dat	39
gitmeleri	gitmeleri	git-me-ler-i	Stem-vn:inf-pl-p3s	39
globɑlleʃen	globalleşen	globɑl-leʃ-en	Stem-las-part:pres	39
grɑmeri	grameri	grɑmer-i	Stem-p3s	39
hɑberleʃmein	haberleşmenin	hɑberleʃ-me-in	Stem-vn:inf-gen	39
hɑʤimleri	hacimleri	hɑʤim-ler-i	Stem-pl-p3s	39
hɑlin	halin	hɑl-in	Stem-gen	39
hɑlkɑlɯ	halkalı	hɑlkɑ-lɯ	Stem-li	39
hɑr	har	hɑr	Stem	39
hɑsɯlɑ	hasıla	hɑsɯlɑ	Stem	39
hɑstɑlɯksɯz	hastalıksız	hɑstɑlɯk-sɯz	Stem-siz	39
hɑzɯrlɯksɯz	hazırlıksız	hɑzɯrlɯk-sɯz	Stem-siz	39
hemʃirei	hemşiresi	hemʃire-i	Stem-p3s	39
hiʧbiriin	hiçbirinin	hiʧbir-i-in	Stem-p3s-gen	39
husule	husule	husul-e	Stem-dat	39
id	id	id	Stem	39
iddiɑlɑrɯn	iddiaların	iddiɑ-lɑr-ɯn	Stem-pl-gen	39
ihɑlede	ihalede	ihɑle-de	Stem-loc	39
ikɑmetgɑhɯ	ikametgahı	ikɑmetgɑh-ɯ	Stem-p3s	39
iklime	iklime	iklim-e	Stem-dat	39
iklimin	iklimin	iklim-in	Stem-gen	39
isʧilik	isçilik	is-ʧi-lik	Stem-ci-lik	39
istif	istif	istif	Stem	39
istinɑt	istinat	istinɑt	Stem	39
istisnɑɯ	istisnası	istisnɑ-ɯ	Stem-p3s	39
kɯlɑvuzlɑrɯ	kılavuzları	kɯlɑvuz-lɑr-ɯ	Stem-pl-p3s	39
kɯvɯlʤɯm	kıvılcım	kɯvɯlʤɯm	Stem	39
køʃedeki	köşedeki	køʃe-de-ki	Stem-loc-ki	39
køʃeleri	köşeleri	køʃe-ler-i	Stem-pl-acc	39
kyllijei	külliyesi	kyllije-i	Stem-p3s	39
kytyphɑnemize	kütüphanemize	kytyphɑne-miz-e	Stem-p1p-dat	39
kɑdemei	kademesi	kɑdeme-i	Stem-p3s	39
kɑfɑmɯ	kafamı	kɑfɑ-m-ɯ	Stem-p1s-acc	39
kɑkɑo	kakao	kɑkɑo	Stem	39
kɑlɯʃ	kalış	kɑl-ɯʃ	Stem-vn:yis	39
kɑmpʧɯlɯk	kampçılık	kɑmp-ʧɯ-lɯk	Stem-ci-lik	39
kɑpɯlɯ	kapılı	kɑpɯ-lɯ	Stem-li	39
kɑrɑktere	karaktere	kɑrɑkter-e	Stem-dat	39
kɑvgɑlɑrɯ	kavgaları	kɑvgɑ-lɑr-ɯ	Stem-pl-p3s	39
kɑjɑɯn	kayanın	kɑjɑ-ɯn	Stem-gen	39
kɑjnɑktɑ	kaynakta	kɑjnɑk-tɑ	Stem-loc	39
kene	kene	kene	Stem	39
kervɑnsɑrɑj	kervansaray	kervɑnsɑrɑj	Stem	39
kesinleʃmei	kesinleşmesi	kesin-leʃ-me-i	Stem-las-vn:inf-p3s	39
klɑsøre	klasöre	klɑsør-e	Stem-dat	39
klimɑlɑr	klimalar	klimɑ-lɑr	Stem-pl	39
koʃullɑrdɑn	koşullardan	koʃul-lɑr-dɑn	Stem-pl-abl	39
koktejli	kokteyli	koktejl-i	Stem-p3s	39
kontenʒɑnɯ	kontenjanı	kontenʒɑn-ɯ	Stem-p3s	39
kontenʒɑnlɑr	kontenjanlar	kontenʒɑn-lɑr	Stem-pl	39
kopup	kopup	kop-up	Stem-cv:ip	39
kopjɑlɑnmɑɯ	kopyalanması	kopjɑ-lɑn-mɑ-ɯ	Stem-lan-vn:inf-p3s	39
koruɑbilme	koruyabilmek	koru-ɑbil-me	Stem-abil-vn:inf	39
kozmopolit	kozmopolit	kozmopolit	Stem	39
kurɑbije	kurabiye	kurɑbije	Stem	39
kurmɑɯn	kurmanın	kur-mɑ-ɯn	Stem-vn:inf-gen	39
kurullɑrɑ	kurullara	kurul-lɑr-ɑ	Stem-pl-dat	39
lifli	lifli	lif-li	Stem-li	39
lisɑnsɑ	lisansa	lisɑns-ɑ	Stem-dat	39
mykellefler	mükellefler	mykellef-ler	Stem-pl	39
mɑɑʃlɑrɯ	maaşları	mɑɑʃ-lɑr-ɯ	Stem-pl-p3s	39
mɑsmɑvi	masmavi	mɑsmɑvi	Stem	39
mɑjo	mayo	mɑjo	Stem	39
meʤburen	mecburen	meʤburen	Stem	39
mesɑfein	mesafenin	mesɑfe-in	Stem-gen	39
meslektɑʃlɑrm	meslektaşlarım	meslektɑʃ-lɑr-m	Stem-pl-p1s	39
mesnevi	mesnevi	mesnevi	Stem	39
met	met	met	Stem	39
miljɑrɑ	milyara	miljɑr-ɑ	Stem-dat	39
mimɑriin	mimarinin	mimɑri-in	Stem-gen	39
motosiklet	motosiklet	motosiklet	Stem	39
nei	nesi	ne-i	Stem-p3s	39
noterler	noterler	noter-ler	Stem-pl	39
oksidɑsjon	oksidasyon	oksidɑsjon	Stem	39
okullɑrmɯzɯn	okullarımızın	okul-lɑr-mɯz-ɯn	Stem-pl-p1p-gen	39
orgɑnizɑsjonlɑrdɑ	organizasyonlarda	orgɑnizɑsjon-lɑr-dɑ	Stem-pl-loc	39
ojlɑrdɑ	oylarda	oj-lɑr-dɑ	Stem-pl-loc	39
ojunuun	oyununun	ojun-u-un	Stem-p3s-gen	39
pɑlɑs	palas	pɑlɑs	Stem	39
pɑpɑz	papaz	pɑpɑz	Stem	39
pɑrʧɑlɑrdɑn	parçalardan	pɑrʧɑ-lɑr-dɑn	Stem-pl-abl	39
pɑt	pat	pɑt	Stem	39
penʤeredeki	penceredeki	penʤere-de-ki	Stem-loc-ki	39
pervɑne	pervane	pervɑne	Stem	39
pijɑnist	piyanist	pijɑnist	Stem	39
plɑnlɑmɑ	planlamak	plɑn-lɑ-mɑ	Stem-la-vn:inf	39
plɑtformɑ	platforma	plɑtform-ɑ	Stem-dat	39
porfiri	porfiri	porfir-i	Stem-p3s	39
proʒelermiz	projelerimiz	proʒe-ler-miz	Stem-pl-p1p	39
puɑnlɑrɯɯn	puanlarının	puɑn-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	39
reɑksijonlɑrɯn	reaksiyonların	reɑksijon-lɑr-ɯn	Stem-pl-gen	39
rotor	rotor	rotor	Stem	39
søjlemeden	söylemeden	søjle-me-den	Stem-vn:inf-abl	39
søjlemeten	söylemekten	søjle-me-ten	Stem-vn:inf-abl	39
søzlermi	sözlerimi	søz-ler-m-i	Stem-pl-p1s-acc	39
sypermɑrket	süpermarket	sypermɑrket	Stem	39
syryn	sürün	syry-n	Stem-p2s	39
sytunɑ	sütuna	sytun-ɑ	Stem-dat	39
sɑkinleriin	sakinlerinin	sɑkin-ler-i-in	Stem-pl-p3s-gen	39
sɑmur	samur	sɑmur	Stem	39
sɑnɯklɑrdɑn	sanıklardan	sɑnɯk-lɑr-dɑn	Stem-pl-abl	39
seʧimiin	seçiminin	seʧim-i-in	Stem-p3s-gen	39
seferler	seferler	sefer-ler	Stem-pl	39
serbestleʃme	serbestleşme	serbest-leʃ-me	Stem-las-vn:inf	39
sevgiiin	sevgisinin	sevgi-i-in	Stem-p3s-gen	39
sinyslerin	sinüslerin	sinys-ler-in	Stem-pl-gen	39
sirkylɑsjon	sirkülasyon	sirkylɑsjon	Stem	39
sofrɑɑ	sofraya	sofrɑ-ɑ	Stem-dat	39
sorumluluklɑrɯɯn	sorumluluklarının	sorumlu-luk-lɑr-ɯ-ɯn	Stem-lik-pl-p3s-gen	39
sosjoekonomik	sosyoekonomik	sosjoekonomik	Stem	39
tørenlerde	törenlerde	tøren-ler-de	Stem-pl-loc	39
tyfe	tüfe	tyf-e	Stem-dat	39
tɑʃlɯ	taşlı	tɑʃ-lɯ	Stem-li	39
tɑnrɯʧɑɯ	tanrıçası	tɑnrɯʧɑ-ɯ	Stem-p3s	39
tɑrɑfnɯzdɑn	tarafınızdan	tɑrɑf-nɯz-dɑn	Stem-p2p-abl	39
tɑrɑmɑlɑr	taramalar	tɑrɑmɑ-lɑr	Stem-pl	39
tɑrlɑɑ	tarlaya	tɑrlɑ-ɑ	Stem-dat	39
tɑsɑrɯɯ	tasarıyı	tɑsɑrɯ-ɯ	Stem-acc	39
tɑtbikɑtɯ	tatbikatı	tɑtbikɑt-ɯ	Stem-p3s	39
tebliɰleri	tebliğleri	tebliɰ-ler-i	Stem-pl-p3s	39
tehlikede	tehlikede	tehlike-de	Stem-loc	39
tekme	tekme	tekme	Stem	39
telefonnuzdɑn	telefonunuzdan	telefon-nuz-dɑn	Stem-p2p-abl	39
temsilʤiin	temsilcinin	temsilʤi-in	Stem-gen	39
terimiin	teriminin	terim-i-in	Stem-p3s-gen	39
teste	teste	test-e	Stem-dat	39
tezkerei	tezkeresi	tezkere-i	Stem-p3s	39
tiplerde	tiplerde	tip-ler-de	Stem-pl-loc	39
tonlɑrɯ	tonları	ton-lɑr-ɯ	Stem-pl-p3s	39
toplɑdɯklɑrɯ	topladıkları	toplɑ-dɯk-lɑrɯ	Stem-part:past-p3p	39
tozlɑrɯ	tozları	toz-lɑr-ɯ	Stem-pl-p3s	39
turkuɑz	turkuaz	turkuɑz	Stem	39
uʧmɑ	uçma	uʧ-mɑ	Stem-vn:inf	39
ustɑlɑrɯn	ustaların	ustɑ-lɑr-ɯn	Stem-pl-gen	39
ujgulɑmɑdɑki	uygulamadaki	ujgulɑmɑ-dɑ-ki	Stem-loc-ki	39
ujkuu	uykusu	ujku-u	Stem-p3s	39
vekɑletiin	vekaletinin	vekɑlet-i-in	Stem-p3s-gen	39
verene	verene	vere-n-e	Stem-p2s-dat	39
ksl	xl	ksl	Stem	39
jønetimlerde	yönetimlerde	jønetim-ler-de	Stem-pl-loc	39
jønetmeliklerde	yönetmeliklerde	jønetmelik-ler-de	Stem-pl-loc	39
jykleneʤek	yüklenecek	jyk-len-eʤek	Stem-lan-part:fut	39
jɑʃɑmmɯzdɑ	yaşamımızda	jɑʃɑm-mɯz-dɑ	Stem-p1p-loc	39
jɑkɯʃɑn	yakışan	jɑkɯʃ-ɑn	Stem-part:pres	39
jɑkɯnlɑʃmɑ	yakınlaşma	jɑkɯn-lɑʃ-mɑ	Stem-las-vn:inf	39
jɑkɑlɑɯp	yakalayıp	jɑkɑlɑ-ɯp	Stem-cv:ip	39
jɑrgɯsɑl	yargısal	jɑrgɯ-sɑl	Stem-sal	39
jɑsɑlɑrɯɯn	yasalarının	jɑsɑ-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	39
jɑtɯrɯmlɑrdɑn	yatırımlardan	jɑtɯrɯm-lɑr-dɑn	Stem-pl-abl	39
jɑtɑklɑrɯn	yatakların	jɑtɑk-lɑr-ɯn	Stem-pl-gen	39
jernizi	yerinizi	jer-niz-i	Stem-p2p-acc	39
jerleʃime	yerleşime	jerleʃim-e	Stem-dat	39
jeteneklerin	yeteneklerin	jetenek-ler-in	Stem-pl-gen	39
jumurtlɑmɑ	yumurtlama	jumurtlɑ-mɑ	Stem-vn:inf	39
zɑrɑrlɑrɯɯn	zararlarının	zɑrɑr-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	39
zorluklɑrɯn	zorlukların	zor-luk-lɑr-ɯn	Stem-lik-pl-gen	39
ʧɯktɯlɑrɯ	çıktıları	ʧɯktɯ-lɑr-ɯ	Stem-pl-p3s	38
ʧøkyʃy	çöküşü	ʧøk-yʃ-y	Stem-vn:yis-p3s	38
ʧyrymee	çürümeye	ʧyry-me-e	Stem-vn:inf-dat	38
ʧɑlɯʃɑnlɑrmɯzɑ	çalışanlarımıza	ʧɑlɯʃɑn-lɑr-mɯz-ɑ	Stem-pl-p1p-dat	38
ʧiʧeklenme	çiçeklenme	ʧiʧek-len-me	Stem-lan-vn:inf	38
ʧoʤuklɑrdɑki	çocuklardaki	ʧoʤuk-lɑr-dɑ-ki	Stem-pl-loc-ki	38
ølmeden	ölmeden	øl-me-den	Stem-vn:inf-abl	38
ønyyn	önünün	øn-y-yn	Stem-p3s-gen	38
øzgyrlykʧy	özgürlükçü	øzgyr-lyk-ʧy	Stem-lik-ci	38
ʃɑft	şaft	ʃɑft	Stem	38
ʃɑirleri	şairleri	ʃɑir-ler-i	Stem-pl-acc	38
ʃemɑ	şema	ʃemɑ	Stem	38
ʃejde	şeyde	ʃej-de	Stem-loc	38
ɑʧɯklɑrɯɯn	açıklarının	ɑʧɯk-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	38
ɑʧɯklɑɑrɑk	açıklayarak	ɑʧɯklɑ-ɑrɑk	Stem-cv:erek	38
ɑʧɯmɯzdɑn	açımızdan	ɑʧɯ-mɯz-dɑn	Stem-p1p-abl	38
ɑɰɑʧlɑrɯɯn	ağaçlarının	ɑɰɑʧ-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	38
ɑɰdɑki	ağdaki	ɑɰ-dɑ-ki	Stem-loc-ki	38
ɑʃiret	aşiret	ɑʃiret	Stem	38
ɑksɑklɯklɑrn	aksaklıkların	ɑksɑk-lɯk-lɑr-n	Stem-lik-pl-p2s	38
ɑlɑkɑdɑr	alakadar	ɑlɑkɑdɑr	Stem	38
ɑlgɯlɑɑn	algılayan	ɑlgɯ-lɑ-ɑ-n	Stem-la-cv:ye-p2s	38
ɑmbɑlɑʒlɑr	ambalajlar	ɑmbɑlɑʒ-lɑr	Stem-pl	38
ɑnketin	anketin	ɑnket-in	Stem-gen	38
ɑntenler	antenler	ɑnten-ler	Stem-pl	38
ɑrtɯrɯmɯ	artırımı	ɑrtɯrɯm-ɯ	Stem-p3s	38
ɑrterin	arterin	ɑrter-in	Stem-gen	38
ɑsɯlɑn	asılan	ɑsɯl-ɑn	Stem-part:pres	38
ɑsfɑltit	asfaltit	ɑsfɑltit	Stem	38
ɑtɯlɯmlɑr	atılımlar	ɑtɯlɯm-lɑr	Stem-pl	38
ɑjɯrɯp	ayırıp	ɑjɯr-ɯp	Stem-cv:ip	38
ɑjnɑɑ	aynaya	ɑjnɑ-ɑ	Stem-dat	38
ɑzɑr	azar	ɑzɑr	Stem	38
ɑzɑɯ	azası	ɑzɑ-ɯ	Stem-p3s	38
bɑɰɯrɑrɑk	bağırarak	bɑɰɯr-ɑrɑk	Stem-cv:erek	38
bɑɰlɑntɯdɑ	bağlantıda	bɑɰlɑntɯ-dɑ	Stem-loc	38
bɑʃm	başım	bɑʃ-m	Stem-p1s	38
bɑʃhekimi	başhekimi	bɑʃhekim-i	Stem-p3s	38
bɑʃvurɑnɑ	başvurana	bɑʃvur-ɑ-n-ɑ	Stem-cv:ye-p2s-dat	38
bɑrolɑrɯn	baroların	bɑro-lɑr-ɯn	Stem-pl-gen	38
bɑjrɑklɑrɯ	bayrakları	bɑjrɑk-lɑr-ɯ	Stem-pl-p3s	38
bɑjrɑmdɑ	bayramda	bɑjrɑm-dɑ	Stem-loc	38
bedele	bedele	bedel-e	Stem-dat	38
benzinli	benzinli	benzin-li	Stem-li	38
berbɑt	berbat	berbɑt	Stem	38
bejit	beyit	bejit	Stem	38
biberi	biberi	biber-i	Stem-p3s	38
bilgisɑjɑrdɑki	bilgisayardaki	bilgisɑjɑr-dɑ-ki	Stem-loc-ki	38
bilmemiz	bilmemiz	bil-me-miz	Stem-vn:inf-p1p	38
bijopsii	biyopsisi	bijopsi-i	Stem-p3s	38
bozukluklɑrɑ	bozukluklara	bozuk-luk-lɑr-ɑ	Stem-lik-pl-dat	38
broʃyry	broşürü	broʃyr-y	Stem-p3s	38
bulutlu	bulutlu	bulut-lu	Stem-li	38
buzul	buzul	buzul	Stem	38
ʤɑddede	caddede	ʤɑdde-de	Stem-loc	38
ʤɑiz	caiz	ʤɑiz	Stem	38
ʤɑmlɯ	camlı	ʤɑm-lɯ	Stem-li	38
ʤɑzɯn	cazın	ʤɑz-ɯn	Stem-gen	38
ʤebirsel	cebirsel	ʤebir-sel	Stem-sal	38
ʤihɑd	cihad	ʤihɑd	Stem	38
døkymyn	dökümün	døkym-yn	Stem-gen	38
døkerek	dökerek	døk-erek	Stem-cv:erek	38
dønemlik	dönemlik	dønem-lik	Stem-lik	38
dɑlɑ	dala	dɑl-ɑ	Stem-dat	38
dɑrp	darp	dɑrp	Stem	38
dɑvrɑnɯʃlɑrdɑn	davranışlardan	dɑvrɑn-ɯʃ-lɑr-dɑn	Stem-vn:yis-pl-abl	38
denejlerde	deneylerde	denej-ler-de	Stem-pl-loc	38
denizlere	denizlere	deniz-ler-e	Stem-pl-dat	38
